lsoa21cd,domain_supermarket_proximity,domain_supermarket_accessibility,domain_ecommerce_access,domain_socio_demographic,domain_nonsupermarket_proximity,domain_food_for_families,domain_fuel_poverty,country,country_denominator,combined,pp_dec_domain_supermarket_proximity,pp_dec_domain_supermarket_accessibility,pp_dec_domain_ecommerce_access,pp_dec_domain_socio_demographic,pp_dec_domain_nonsupermarket_proximity,pp_dec_domain_food_for_families,pp_dec_domain_fuel_poverty,pp_dec_combined
95JJ01W1,130,,,639,329,676,,NI,890,414,2,,,8,4,8,,5
95JJ02W1,474,,,179,721,607,,NI,890,422,6,,,3,9,7,,5
95JJ03S1,352,,,21,752,359,,NI,890,222,4,,,1,9,5,,3
95JJ03S2,408,,,151,821,274,,NI,890,354,5,,,2,10,4,,4
95JJ04S1,216,,,301,591,664,,NI,890,338,3,,,4,7,8,,4
95JJ04S2,251,,,284,679,652,,NI,890,393,3,,,4,8,8,,5
95JJ05W1,885,,,60,888,142,,NI,890,868,10,,,1,10,2,,10
95JJ06W1,838,,,128,884,265,,NI,890,824,10,,,2,10,3,,10
95JJ07W1,626,,,115,866,132,,NI,890,540,8,,,2,10,2,,7
95JJ08S1,441,,,432,519,512,,NI,890,319,5,,,5,6,6,,4
95JJ08S2,565,,,693,672,565,,NI,890,673,7,,,8,8,7,,8
95JJ09W1,193,,,477,507,671,,NI,890,382,3,,,6,6,8,,5
95JJ10W1,28,,,197,541,777,,NI,890,388,1,,,3,7,9,,5
95JJ11S1,608,,,425,726,594,,NI,890,570,7,,,5,9,7,,7
95JJ11S2,696,,,412,744,593,,NI,890,647,8,,,5,9,7,,8
95JJ12W1,61,,,304,573,725,,NI,890,365,1,,,4,7,9,,5
95JJ13S1,385,,,500,710,301,,NI,890,351,5,,,6,8,4,,4
95JJ13S2,489,,,637,773,258,,NI,890,541,6,,,8,9,3,,7
95JJ14W1,264,,,455,538,568,,NI,890,318,3,,,6,7,7,,4
95JJ15W1,853,,,381,883,123,,NI,890,841,10,,,5,10,2,,10
95JJ16W1,448,,,159,814,599,,NI,890,526,6,,,2,10,7,,6
95JJ17W1,78,,,490,79,717,,NI,890,284,1,,,6,1,9,,4
95JJ18W1,488,,,62,836,640,,NI,890,588,6,,,1,10,8,,7
95JJ19S1,578,,,776,743,577,,NI,890,782,7,,,9,9,7,,9
95JJ19S2,556,,,718,769,575,,NI,890,754,7,,,9,9,7,,9
95JJ20S1,787,,,516,838,350,,NI,890,764,9,,,6,10,4,,9
95JJ20S2,862,,,453,868,318,,NI,890,849,10,,,6,10,4,,10
95JJ21W1,530,,,260,864,299,,NI,890,572,6,,,3,10,4,,7
95JJ22W1,585,,,535,869,325,,NI,890,730,7,,,7,10,4,,9
95KK01W1,67,,,401,355,415,,NI,890,101,1,,,5,4,5,,2
95KK02W1,423,,,609,385,407,,NI,890,312,5,,,7,5,5,,4
95KK03W1,81,,,476,10,613,,NI,890,168,1,,,6,1,7,,2
95KK04W1,715,,,525,503,447,,NI,890,486,9,,,6,6,6,,6
95KK05W1,54,,,486,390,526,,NI,890,196,1,,,6,5,6,,3
95KK06W1,736,,,358,527,456,,NI,890,440,9,,,5,6,6,,5
95KK07W1,430,,,696,53,473,,NI,890,339,5,,,8,1,6,,4
95KK08W1,195,,,399,323,320,,NI,890,93,3,,,5,4,4,,2
95KK09W1,856,,,351,639,516,,NI,890,719,10,,,4,8,6,,9
95KK10W1,232,,,450,7,509,,NI,890,117,3,,,6,1,6,,2
95KK11W1,875,,,240,600,522,,NI,890,735,10,,,3,7,6,,9
95KK12W1,75,,,189,126,412,,NI,890,29,1,,,3,2,5,,1
95KK13W1,436,,,595,250,371,,NI,890,246,5,,,7,3,5,,3
95KK14W1,201,,,528,320,382,,NI,890,165,3,,,6,4,5,,2
95KK15W1,185,,,754,224,294,,NI,890,302,3,,,9,3,4,,4
95KK16W1,815,,,619,630,501,,NI,890,732,10,,,7,8,6,,9
95LL01S1,229,,,767,640,464,,NI,890,567,3,,,9,8,6,,7
95LL01S2,238,,,777,655,539,,NI,890,643,3,,,9,8,7,,8
95LL02S1,470,,,494,809,486,,NI,890,582,6,,,6,10,6,,7
95LL02S2,855,,,22,881,403,,NI,890,837,10,,,1,10,5,,10
95LL03W1,465,,,172,812,430,,NI,890,437,6,,,2,10,5,,5
95LL04W1,456,,,375,762,381,,NI,890,406,6,,,5,9,5,,5
95LL05S1,300,,,861,597,437,,NI,890,765,4,,,10,7,5,,9
95LL05S2,276,,,795,670,475,,NI,890,660,4,,,9,8,6,,8
95LL06S1,329,,,354,675,506,,NI,890,329,4,,,4,8,6,,4
95LL06S2,400,,,311,794,458,,NI,890,447,5,,,4,9,6,,6
95LL07W1,774,,,39,889,463,,NI,890,823,9,,,1,10,6,,10
95LL08S1,676,,,89,867,376,,NI,890,653,8,,,1,10,5,,8
95LL08S2,752,,,53,878,394,,NI,890,746,9,,,1,10,5,,9
95LL09S1,848,,,75,890,445,,NI,890,856,10,,,1,10,5,,10
95LL09S2,791,,,252,886,423,,NI,890,832,9,,,3,10,5,,10
95LL10S1,452,,,757,824,370,,NI,890,748,6,,,9,10,5,,9
95LL10S2,210,,,717,513,472,,NI,890,444,3,,,9,6,6,,5
95LL11S1,192,,,520,666,553,,NI,890,401,3,,,6,8,7,,5
95LL11S2,187,,,839,613,540,,NI,890,727,3,,,10,7,7,,9
95LL12S1,349,,,257,754,383,,NI,890,310,4,,,3,9,5,,4
95LL12S2,373,,,85,820,385,,NI,890,369,5,,,1,10,5,,5
95LL13S1,864,,,275,861,245,,NI,890,816,10,,,4,10,3,,10
95LL13S2,511,,,142,827,339,,NI,890,438,6,,,2,10,4,,5
95LL14S1,541,,,173,879,504,,NI,890,709,7,,,2,10,6,,8
95LL14S2,414,,,364,856,508,,NI,890,634,5,,,5,10,6,,8
95LL15S1,829,,,227,870,360,,NI,890,800,10,,,3,10,5,,9
95LL15S2,555,,,734,803,387,,NI,890,729,7,,,9,10,5,,9
95LL16S1,463,,,746,719,324,,NI,890,605,6,,,9,9,4,,7
95LL16S2,644,,,561,834,152,,NI,890,632,8,,,7,10,2,,8
95LL17W1,517,,,347,732,343,,NI,890,367,6,,,4,9,4,,5
95LL18S1,513,,,660,876,496,,NI,890,821,6,,,8,10,6,,10
95LL18S2,378,,,832,829,521,,NI,890,839,5,,,10,10,6,,10
95LL19S1,337,,,755,707,441,,NI,890,622,4,,,9,8,5,,7
95LL19S2,285,,,600,644,378,,NI,890,371,4,,,7,8,5,,5
95LL20W1,612,,,376,873,434,,NI,890,733,7,,,5,10,5,,9
95LL21W1,665,,,243,885,494,,NI,890,788,8,,,3,10,6,,9
95LL22W1,546,,,342,863,396,,NI,890,650,7,,,4,10,5,,8
95LL23W1,673,,,117,877,418,,NI,890,713,8,,,2,10,5,,9
95LL24S1,225,,,629,545,517,,NI,890,394,3,,,8,7,6,,5
95LL24S2,111,,,630,531,620,,NI,890,433,2,,,8,6,7,,5
95LL25S1,293,,,662,735,524,,NI,890,563,4,,,8,9,6,,7
95LL25S2,281,,,831,780,530,,NI,890,801,4,,,10,9,6,,9
95LL26S1,738,,,20,887,459,,NI,890,787,9,,,1,10,6,,9
95LL26S2,492,,,724,874,457,,NI,890,830,6,,,9,10,6,,10
95MM01S1,387,,,133,245,306,,NI,890,46,5,,,2,3,4,,1
95MM01S2,699,,,408,417,268,,NI,890,288,8,,,5,5,4,,4
95MM01S3,336,,,424,289,317,,NI,890,112,4,,,5,4,4,,2
95MM02S1,568,,,505,553,101,,NI,890,258,7,,,6,7,2,,3
95MM02S2,328,,,819,445,192,,NI,890,511,4,,,10,5,3,,6
95MM03W1,24,,,291,63,653,,NI,890,118,1,,,4,1,8,,2
95MM04W1,646,,,219,646,154,,NI,890,247,8,,,3,8,2,,3
95MM05W1,573,,,16,626,218,,NI,890,164,7,,,1,8,3,,2
95MM06S1,721,,,269,540,48,,NI,890,238,9,,,4,7,1,,3
95MM06S2,603,,,82,578,91,,NI,890,128,7,,,1,7,2,,2
95MM07W1,528,,,262,339,228,,NI,890,103,6,,,3,4,3,,2
95MM08S1,648,,,50,559,252,,NI,890,186,8,,,1,7,3,,3
95MM08S2,655,,,581,423,272,,NI,890,363,8,,,7,5,4,,5
95MM09S1,85,,,434,211,578,,NI,890,167,1,,,5,3,7,,2
95MM09S2,156,,,504,12,510,,NI,890,129,2,,,6,1,6,,2
95MM10S1,383,,,15,391,202,,NI,890,37,5,,,1,5,3,,1
95MM10S2,413,,,55,397,162,,NI,890,41,5,,,1,5,2,,1
95MM11W1,356,,,36,332,226,,NI,890,31,4,,,1,4,3,,1
95MM12S1,290,,,177,146,254,,NI,890,24,4,,,2,2,3,,1
95MM12S2,403,,,13,340,94,,NI,890,23,5,,,1,4,2,,1
95MM12S3,381,,,154,275,102,,NI,890,26,5,,,2,4,2,,1
95MM13S1,221,,,827,319,314,,NI,890,505,3,,,10,4,4,,6
95MM13S2,397,,,33,554,131,,NI,890,63,5,,,1,7,2,,1
95MM13S3,333,,,272,499,180,,NI,890,91,4,,,4,6,3,,2
95MM13S4,306,,,308,310,222,,NI,890,56,4,,,4,4,3,,1
95MM13S5,245,,,721,307,277,,NI,890,286,3,,,9,4,4,,4
95MM14S1,657,,,223,652,197,,NI,890,281,8,,,3,8,3,,4
95MM14S2,782,,,23,793,211,,NI,890,497,9,,,1,9,3,,6
95MM15S1,198,,,407,298,449,,NI,890,121,3,,,5,4,6,,2
95MM15S2,189,,,531,308,469,,NI,890,193,3,,,6,4,6,,3
95MM16S1,280,,,157,223,275,,NI,890,30,4,,,2,3,4,,1
95MM16S2,454,,,651,264,271,,NI,890,269,6,,,8,3,4,,4
95MM17S1,534,,,711,376,65,,NI,890,331,6,,,8,5,1,,4
95MM17S2,656,,,224,476,67,,NI,890,153,8,,,3,6,1,,2
95MM18S1,244,,,481,115,409,,NI,890,111,3,,,6,2,5,,2
95MM18S2,341,,,590,226,298,,NI,890,181,4,,,7,3,4,,3
95MM19S1,700,,,654,449,257,,NI,890,467,8,,,8,6,3,,6
95MM19S2,703,,,384,359,256,,NI,890,260,8,,,5,5,3,,3
95MM20S1,591,,,315,514,232,,NI,890,208,7,,,4,6,3,,3
95MM20S2,763,,,321,533,250,,NI,890,362,9,,,4,6,3,,5
95MM21S1,252,,,289,209,355,,NI,890,57,3,,,4,3,4,,1
95MM21S2,304,,,739,134,290,,NI,890,287,4,,,9,2,4,,4
95MM22S1,872,,,390,556,52,,NI,890,593,10,,,5,7,1,,7
95MM22S2,711,,,722,509,96,,NI,890,518,8,,,9,6,2,,6
95MM23W1,747,,,48,620,99,,NI,890,250,9,,,1,7,2,,3
95MM24W1,390,,,123,563,127,,NI,890,79,5,,,2,7,2,,1
95MM25S1,543,,,45,549,90,,NI,890,95,7,,,1,7,2,,2
95MM25S2,490,,,24,446,103,,NI,890,47,6,,,1,6,2,,1
95MM25S3,339,,,83,312,172,,NI,890,25,4,,,1,4,2,,1
95MM25S4,466,,,274,395,107,,NI,890,81,6,,,4,5,2,,1
95MM26S1,508,,,144,434,69,,NI,890,66,6,,,2,5,1,,1
95MM26S2,630,,,772,462,35,,NI,890,501,8,,,9,6,1,,6
95MM27S1,877,,,1,755,128,,NI,890,675,10,,,1,9,2,,8
95MM27S2,859,,,215,571,85,,NI,890,500,10,,,3,7,1,,6
95MM28W1,842,,,8,815,205,,NI,890,637,10,,,1,10,3,,8
95MM29W1,724,,,97,698,241,,NI,890,341,9,,,2,8,3,,4
95MM30W1,770,,,35,790,175,,NI,890,466,9,,,1,9,2,,6
95NN01S1,108,,,300,210,51,,NI,890,12,2,,,4,3,1,,1
95NN01S2,152,,,436,84,34,,NI,890,20,2,,,5,1,1,,1
95NN02W1,498,,,631,426,6,,NI,890,235,6,,,8,5,1,,3
95NN03S1,764,,,268,606,2,,NI,890,306,9,,,4,7,1,,4
95NN03S2,531,,,478,494,9,,NI,890,178,6,,,6,6,1,,2
95NN04W1,569,,,208,452,4,,NI,890,92,7,,,3,6,1,,2
95NN05W1,748,,,246,596,1,,NI,890,279,9,,,3,7,1,,4
95NN06S1,249,,,365,379,26,,NI,890,43,3,,,5,5,1,,1
95NN06S2,199,,,521,335,40,,NI,890,77,3,,,6,4,1,,1
95NN07S1,560,,,452,372,10,,NI,890,133,7,,,6,5,1,,2
95NN07S2,681,,,120,544,5,,NI,890,152,8,,,2,7,1,,2
95NN08S1,161,,,640,219,31,,NI,890,99,2,,,8,3,1,,2
95NN08S2,207,,,571,199,24,,NI,890,73,3,,,7,3,1,,1
95NN09S1,70,,,806,34,60,,NI,890,259,1,,,10,1,1,,3
95NN09S2,90,,,454,65,59,,NI,890,19,2,,,6,1,1,,1
95NN10S1,487,,,523,411,3,,NI,890,155,6,,,6,5,1,,2
95NN10S2,509,,,608,523,8,,NI,890,261,6,,,7,6,1,,3
95NN11S1,253,,,468,317,18,,NI,890,55,3,,,6,4,1,,1
95NN11S2,223,,,735,75,23,,NI,890,171,3,,,9,1,1,,2
95NN12W1,241,,,277,238,28,,NI,890,18,3,,,4,3,1,,1
95NN13W1,437,,,880,278,16,,NI,890,720,5,,,10,4,1,,9
95NN14S1,170,,,313,16,32,,NI,890,6,2,,,4,1,1,,1
95NN14S2,165,,,346,105,43,,NI,890,13,2,,,4,2,1,,1
95NN15W1,126,,,292,164,47,,NI,890,9,2,,,4,2,1,,1
95NN16S1,254,,,817,237,20,,NI,890,372,3,,,10,3,1,,5
95NN16S2,188,,,743,178,27,,NI,890,192,3,,,9,2,1,,3
95NN17W1,609,,,149,380,13,,NI,890,78,7,,,2,5,1,,1
95NN18S1,549,,,266,512,7,,NI,890,108,7,,,3,6,1,,2
95NN18S2,363,,,882,260,11,,NI,890,708,5,,,10,3,1,,8
95NN19S1,186,,,665,337,29,,NI,890,150,3,,,8,4,1,,2
95NN19S2,154,,,769,314,36,,NI,890,268,2,,,9,4,1,,4
95NN20W1,183,,,541,130,41,,NI,890,48,3,,,7,2,1,,1
95NN21W1,734,,,242,543,12,,NI,890,231,9,,,3,7,1,,3
95NN22W1,137,,,687,82,38,,NI,890,105,2,,,8,1,1,,2
95NN23S1,147,,,623,122,44,,NI,890,82,2,,,7,2,1,,1
95NN23S2,432,,,344,261,22,,NI,890,49,5,,,4,3,1,,1
95OO01W1,133,,,492,108,337,,NI,890,84,2,,,6,2,4,,1
95OO02W1,14,,,457,41,583,,NI,890,126,1,,,6,1,7,,2
95OO03W1,55,,,382,176,440,,NI,890,76,1,,,5,2,5,,1
95OO04W1,57,,,247,131,436,,NI,890,40,1,,,3,2,5,,1
95OO05W1,761,,,201,699,54,,NI,890,358,9,,,3,8,1,,5
95OO06W1,191,,,577,351,276,,NI,890,163,3,,,7,4,4,,2
95OO07W1,77,,,558,236,400,,NI,890,137,1,,,7,3,5,,2
95OO08W1,260,,,682,142,224,,NI,890,188,3,,,8,2,3,,3
95OO09W1,11,,,446,58,602,,NI,890,136,1,,,6,1,7,,2
95OO10W1,197,,,422,492,280,,NI,890,123,3,,,5,6,4,,2
95OO11W1,250,,,139,604,244,,NI,890,96,3,,,2,7,3,,2
95OO12W1,263,,,497,398,233,,NI,890,127,3,,,6,5,3,,2
95OO13W1,478,,,701,647,77,,NI,890,423,6,,,8,8,1,,5
95OO14W1,270,,,377,272,207,,NI,890,59,4,,,5,4,3,,1
95OO15W1,605,,,251,631,84,,NI,890,209,7,,,3,8,1,,3
95OO16W1,22,,,395,69,623,,NI,890,131,1,,,5,1,7,,2
95OO17W1,179,,,661,367,503,,NI,890,328,3,,,8,5,6,,4
95OO18W1,685,,,557,740,57,,NI,890,492,8,,,7,9,1,,6
95OO19W1,422,,,483,535,490,,NI,890,330,5,,,6,7,6,,4
95OO20W1,493,,,498,602,100,,NI,890,244,6,,,6,7,2,,3
95OO21W1,728,,,249,724,37,,NI,890,356,9,,,3,9,1,,4
95OO22W1,120,,,606,368,357,,NI,890,195,2,,,7,5,5,,3
95PP01W1,145,,,545,22,546,,NI,890,174,2,,,7,1,7,,2
95PP02W1,6,,,261,2,758,,NI,890,213,1,,,3,1,9,,3
95PP03W1,4,,,176,29,778,,NI,890,218,1,,,2,1,9,,3
95PP04W1,157,,,567,4,520,,NI,890,172,2,,,7,1,6,,2
95PP05W1,114,,,419,19,732,,NI,890,265,2,,,5,1,9,,3
95PP06S1,393,,,415,50,227,,NI,890,69,5,,,5,1,3,,1
95PP06S2,652,,,316,125,189,,NI,890,114,8,,,4,2,3,,2
95PP07W1,72,,,493,3,592,,NI,890,159,1,,,6,1,7,,2
95PP08W1,84,,,369,26,707,,NI,890,205,1,,,5,1,8,,3
95PP09W1,653,,,41,157,82,,NI,890,50,8,,,1,2,1,,1
95PP10W1,239,,,343,13,718,,NI,890,240,3,,,4,1,9,,3
95PP11W1,553,,,306,104,171,,NI,890,75,7,,,4,2,2,,1
95PP12W1,76,,,356,1,595,,NI,890,102,1,,,4,1,7,,2
95PP13W1,47,,,125,90,632,,NI,890,85,1,,,2,2,8,,1
95PP14S1,13,,,229,27,739,,NI,890,182,1,,,3,1,9,,3
95PP14S2,18,,,373,39,713,,NI,890,202,1,,,5,1,9,,3
95PP15W1,240,,,647,15,428,,NI,890,203,3,,,8,1,5,,3
95PP16W1,86,,,604,9,579,,NI,890,216,1,,,7,1,7,,3
95PP17W1,563,,,180,101,673,,NI,890,267,7,,,3,2,8,,3
95PP18W1,426,,,417,11,587,,NI,890,210,5,,,5,1,7,,3
95PP19W1,74,,,129,24,782,,NI,890,225,1,,,2,1,9,,3
95PP20W1,771,,,174,189,74,,NI,890,160,9,,,2,3,1,,2
95PP21W1,40,,,147,21,889,,NI,890,715,1,,,2,1,10,,9
95PP22W1,503,,,435,56,181,,NI,890,94,6,,,5,1,3,,2
95PP23W1,62,,,314,30,615,,NI,890,104,1,,,4,1,7,,2
95QQ01W1,586,,,143,249,514,,NI,890,184,7,,,2,3,6,,3
95QQ02W1,209,,,713,61,803,,NI,890,629,3,,,9,1,10,,8
95QQ03W1,368,,,76,149,284,,NI,890,27,5,,,1,2,4,,1
95QQ04W1,464,,,340,138,531,,NI,890,179,6,,,4,2,6,,3
95QQ05W1,279,,,731,80,649,,NI,890,469,4,,,9,1,8,,6
95QQ06W1,17,,,400,72,875,,NI,890,663,1,,,5,1,10,,8
95QQ07W1,854,,,124,311,608,,NI,890,574,10,,,2,4,7,,7
95QQ08W1,401,,,317,147,159,,NI,890,44,5,,,4,2,2,,1
95QQ09W1,611,,,499,284,427,,NI,890,298,7,,,6,4,5,,4
95QQ10W1,63,,,427,38,834,,NI,890,479,1,,,5,1,10,,6
95QQ11W1,444,,,550,97,757,,NI,890,489,5,,,7,2,9,,6
95QQ12W1,659,,,405,202,665,,NI,890,424,8,,,5,3,8,,5
95QQ13W1,194,,,677,60,827,,NI,890,649,3,,,8,1,10,,8
95QQ14S1,350,,,727,99,580,,NI,890,432,4,,,9,2,7,,5
95QQ14S2,243,,,593,42,765,,NI,890,461,3,,,7,1,9,,6
95QQ15W1,661,,,162,302,551,,NI,890,276,8,,,2,4,7,,4
95RR01S1,369,,,386,555,787,,NI,890,560,5,,,5,7,9,,7
95RR01S2,438,,,611,443,774,,NI,890,644,5,,,7,5,9,,8
95RR02W1,291,,,283,454,815,,NI,890,523,4,,,4,6,10,,6
95RR03W1,551,,,67,701,814,,NI,890,679,7,,,1,8,10,,8
95RR04W1,58,,,105,409,837,,NI,890,465,1,,,2,5,10,,6
95RR05S1,382,,,695,566,794,,NI,890,752,5,,,8,7,9,,9
95RR05S2,516,,,156,656,791,,NI,890,592,6,,,2,8,9,,7
95RR06W1,30,,,186,144,822,,NI,890,355,1,,,3,2,10,,4
95RR07W1,227,,,537,294,800,,NI,890,537,3,,,7,4,9,,7
95RR08W1,162,,,512,40,779,,NI,890,407,2,,,6,1,9,,5
95RR09S1,112,,,320,283,715,,NI,890,257,2,,,4,4,9,,3
95RR09S2,234,,,288,484,784,,NI,890,460,3,,,4,6,9,,6
95RR10W1,583,,,40,742,809,,NI,890,703,7,,,1,9,10,,8
95RR11W1,169,,,633,471,780,,NI,890,601,2,,,8,6,9,,7
95RR12W1,666,,,391,738,790,,NI,890,770,8,,,5,9,9,,9
95RR13W1,821,,,206,786,806,,NI,890,843,10,,,3,9,10,,10
95RR14W1,113,,,237,253,826,,NI,890,434,2,,,3,3,10,,5
95RR15W1,49,,,437,325,828,,NI,890,525,1,,,5,4,10,,6
95SS01S1,182,,,851,345,868,,NI,890,874,3,,,10,4,10,,10
95SS01S2,143,,,812,506,864,,NI,890,865,2,,,10,6,10,,10
95SS02S1,526,,,653,641,767,,NI,890,756,6,,,8,8,9,,9
95SS02S2,407,,,889,610,788,,NI,890,886,5,,,10,7,9,,10
95SS03S1,255,,,879,152,862,,NI,890,881,3,,,10,2,10,,10
95SS03S2,200,,,865,327,869,,NI,890,880,3,,,10,4,10,,10
95SS04S1,389,,,420,651,808,,NI,890,684,5,,,5,8,10,,8
95SS04S2,359,,,527,638,818,,NI,890,725,5,,,6,8,10,,9
95SS04S3,324,,,738,603,830,,NI,890,819,4,,,9,7,10,,10
95SS05S1,587,,,397,801,626,,NI,890,668,7,,,5,9,8,,8
95SS05S2,535,,,838,625,769,,NI,890,854,7,,,10,8,9,,10
95SS06S1,327,,,221,587,576,,NI,890,272,4,,,3,7,7,,4
95SS06S2,340,,,64,654,384,,NI,890,166,4,,,1,8,5,,2
95SS06S3,404,,,71,694,291,,NI,890,176,5,,,1,8,4,,2
95SS07S1,297,,,533,547,527,,NI,890,344,4,,,6,7,6,,4
95SS07S2,321,,,563,642,435,,NI,890,377,4,,,7,8,5,,5
95SS07S3,442,,,463,623,829,,NI,890,731,5,,,6,7,10,,9
95SS08S1,172,,,847,388,884,,NI,890,884,2,,,10,5,10,,10
95SS08S2,129,,,733,497,880,,NI,890,853,2,,,9,6,10,,10
95SS09S1,312,,,868,274,705,,NI,890,818,4,,,10,4,8,,10
95SS09S2,272,,,703,153,874,,NI,890,820,4,,,8,2,10,,10
95SS10S1,812,,,363,595,354,,NI,890,527,10,,,5,7,4,,6
95SS10S2,839,,,835,629,267,,NI,890,842,10,,,10,8,3,,10
95SS11S1,282,,,762,590,886,,NI,890,878,4,,,9,7,10,,10
95SS11S2,206,,,834,200,882,,NI,890,876,3,,,10,3,10,,10
95SS12W1,450,,,742,753,749,,NI,890,815,6,,,9,9,9,,10
95SS13S1,777,,,126,849,288,,NI,890,658,9,,,2,10,4,,8
95SS13S2,412,,,94,729,697,,NI,890,471,5,,,2,9,8,,6
95SS14S1,540,,,279,800,636,,NI,890,599,7,,,4,9,8,,7
95SS14S2,314,,,466,575,796,,NI,890,609,4,,,6,7,9,,7
95SS15S1,311,,,683,693,859,,NI,890,845,4,,,8,8,10,,10
95SS15S2,262,,,788,589,871,,NI,890,872,3,,,9,7,10,,10
95SS16S1,588,,,699,714,186,,NI,890,552,7,,,8,9,3,,7
95SS16S2,494,,,203,677,286,,NI,890,229,6,,,3,8,4,,3
95SS17S1,532,,,572,674,812,,NI,890,778,6,,,7,8,10,,9
95SS17S2,594,,,416,689,766,,NI,890,705,7,,,5,8,9,,8
95SS18S1,623,,,211,681,726,,NI,890,583,7,,,3,8,9,,7
95SS18S2,712,,,222,835,600,,NI,890,716,8,,,3,10,7,,9
95SS19S1,335,,,474,683,775,,NI,890,652,4,,,6,8,9,,8
95SS19S2,379,,,319,577,833,,NI,890,665,5,,,4,7,10,,8
95SS20W1,819,,,705,785,672,,NI,890,862,10,,,8,9,8,,10
95SS21S1,107,,,855,546,850,,NI,890,873,2,,,10,7,10,,10
95SS21S2,149,,,846,521,848,,NI,890,869,2,,,10,6,10,,10
95SS22S1,334,,,582,741,783,,NI,890,745,4,,,7,9,9,,9
95SS22S2,347,,,849,678,802,,NI,890,870,4,,,10,8,10,,10
95SS23S1,315,,,773,592,858,,NI,890,852,4,,,9,7,10,,10
95SS23S2,348,,,702,424,842,,NI,890,783,4,,,8,5,10,,9
95SS24S1,181,,,778,798,645,,NI,890,780,3,,,9,9,8,,9
95SS24S2,205,,,744,830,433,,NI,890,714,3,,,9,10,5,,9
95SS25W1,795,,,100,720,740,,NI,890,736,9,,,2,9,9,,9
95SS26S1,495,,,109,722,221,,NI,890,215,6,,,2,9,3,,3
95SS26S2,620,,,510,739,124,,NI,890,439,7,,,6,9,2,,5
95SS27W1,637,,,331,605,625,,NI,890,495,8,,,4,7,8,,6
95SS28W1,850,,,233,841,596,,NI,890,831,10,,,3,10,7,,10
95SS29S1,399,,,65,673,399,,NI,890,200,5,,,1,8,5,,3
95SS29S2,358,,,46,648,411,,NI,890,170,5,,,1,8,5,,2
95SS30S1,798,,,853,787,644,,NI,890,885,9,,,10,9,8,,10
95SS30S2,557,,,844,767,685,,NI,890,867,7,,,10,9,8,,10
95TT01W1,434,,,736,203,214,,NI,890,321,5,,,9,3,3,,4
95TT02W1,138,,,428,227,340,,NI,890,80,2,,,5,3,4,,1
95TT03S1,302,,,519,279,190,,NI,890,106,4,,,6,4,3,,2
95TT03S2,283,,,667,263,204,,NI,890,201,4,,,8,3,3,,3
95TT04W1,34,,,352,216,421,,NI,890,65,1,,,4,3,5,,1
95TT05S1,701,,,585,459,19,,NI,890,335,8,,,7,6,1,,4
95TT05S2,826,,,214,479,17,,NI,890,333,10,,,3,6,1,,4
95TT06W1,121,,,573,293,351,,NI,890,154,2,,,7,4,4,,2
95TT07W1,433,,,750,110,201,,NI,890,315,5,,,9,2,3,,4
95TT08W1,429,,,587,55,210,,NI,890,141,5,,,7,1,3,,2
95TT09S1,19,,,684,107,470,,NI,890,227,1,,,8,2,6,,3
95TT09S2,73,,,685,233,391,,NI,890,233,1,,,8,3,5,,3
95TT10W1,96,,,198,429,368,,NI,890,62,2,,,3,5,5,,1
95TT11S1,68,,,624,276,402,,NI,890,190,1,,,8,4,5,,3
95TT11S2,26,,,522,382,541,,NI,890,214,1,,,6,5,7,,3
95TT12W1,123,,,657,198,332,,NI,890,185,2,,,8,3,4,,3
95TT13S1,650,,,329,347,63,,NI,890,139,8,,,4,4,1,,2
95TT13S2,857,,,205,491,15,,NI,890,429,10,,,3,6,1,,5
95TT14W1,723,,,485,421,33,,NI,890,283,9,,,6,5,1,,4
95TT15W1,45,,,361,282,453,,NI,890,90,1,,,5,4,6,,2
95TT16W1,42,,,443,292,465,,NI,890,113,1,,,5,4,6,,2
95UU06W1,7,,,496,612,149,,NI,890,134,1,,,6,7,2,,2
95UU09W1,5,,,495,201,798,,NI,890,443,1,,,6,3,9,,5
95UU14W1,9,,,190,576,71,,NI,890,36,1,,,3,7,1,,1
95UU99C1,48,,,185,458,641,,NI,890,183,1,,,3,6,8,,3
95UU99C2,92,,,121,763,731,,NI,890,473,2,,,2,9,9,,6
95UU99C3,3,,,385,437,523,,NI,890,157,1,,,5,5,6,,2
95UU99C4,52,,,281,313,708,,NI,890,230,1,,,4,4,8,,3
95UU99C5,1,,,414,161,762,,NI,890,316,1,,,5,2,9,,4
95UU99C6,10,,,78,572,336,,NI,890,54,1,,,1,7,4,,1
95VV01S1,160,,,328,87,49,,NI,890,11,2,,,4,1,1,,1
95VV01S2,100,,,150,184,55,,NI,890,5,2,,,2,3,1,,1
95VV02W1,697,,,137,746,183,,NI,890,357,8,,,2,9,3,,5
95VV03W1,307,,,231,451,146,,NI,890,53,4,,,3,6,2,,1
95VV04W1,275,,,332,37,66,,NI,890,16,4,,,4,1,1,,1
95VV05S1,116,,,445,141,129,,NI,890,33,2,,,5,2,2,,1
95VV05S2,226,,,747,222,413,,NI,890,353,3,,,9,3,5,,4
95VV06W1,219,,,285,191,130,,NI,890,22,3,,,4,3,2,,1
95VV07S1,128,,,135,242,243,,NI,890,15,2,,,2,3,3,,1
95VV07S2,142,,,554,206,361,,NI,890,125,2,,,7,3,5,,2
